uid,region,severity,density
lalo,west,4,1546602.5
lalw,west,4,5975000.0
lalx,south,1,1821.0
laoq,south,1,2179.0
lasz,midwest,3,138013.0
lavv,west,4,6340170.5
lavx,northeast,1,81.6289592760181
lawu,west,4,1087436.0
laxn,south,1,7624.0
lazu,south,1,1888.0
lbak,south,3,538795.0
lbbn,south,1,2098.0
lbby,west,4,5357500.0
lbcm,south,1,9295.0
lbey,south,2,64868.0
lbfi,midwest,1,1788.3009827357253
lbgn,south,1,2905.0
lbhx,west,4,2357471.0
lbkc,south,3,221618.0
lbke,midwest,4,4738600.0
lbny,south,1,472.0
lboe,south,1,4879.0
lboq,south,1,1452.0
lbqz,south,3,196542.0
lbru,south,2,90767.0
lbrx,south,1,468.0
lbuh,northeast,2,43804.8
lbuw,south,1,1694.0
lbvf,midwest,1,152.0
lbvg,south,2,33112.0
lbwc,west,1,15380.0
lbxk,south,1,376.0
lbxp,south,2,37500.0
lbxq,south,1,19364.0
lbxv,midwest,1,507.71952191235016
lbym,south,1,13797.0
lbyu,south,2,27508.0
lbyv,south,2,52837.0
lbzt,south,1,2905.0
lbzw,south,3,393083.0
lcah,south,3,125477.0
lcak,south,1,1198.0
lcaq,midwest,3,893285.0
lcay,south,1,3631.0
lcce,northeast,1,667.0
lccq,south,1,436.0
lcdo,northeast,1,17035.436137071654
lcek,midwest,1,2952.0
lcfk,south,1,436.0
lcfu,midwest,3,768600.0
lcgh,south,1,1775.0
lcgx,south,1,14995.0
lchi,south,1,18153.0
lcia,south,1,1452.0
lckb,south,1,10166.0
lcll,south,1,2324.0
lclq,west,4,3673097.0
lcmm,south,4,3242417.1703
lcne,south,1,100.0
lcnz,south,1,8669.0
lcom,midwest,2,22810.0
lcph,south,1,6616.0
lcpk,south,2,25980.0
lcqk,south,1,1775.0
lcqt,midwest,3,756000.0
lcsu,south,1,5126.0
lcsx,south,1,3812.0
lctt,west,4,1702914.5
lcub,south,2,85684.0
lcug,west,4,1520550.5
lcxf,south,1,1320.0
lcyb,south,1,14523.0
lcyn,west,4,6860000.0
ldbs,northeast,3,137333.0
ldby,south,2,60996.0
lddm,south,1,670.0
ldea,west,4,7290500.0
ldet,midwest,1,91.93894989979952
ldew,west,4,4002003.5
ldgb,northeast,1,5067.0
ldge,south,2,21784.0
ldgv,south,1,1936.0
ldgw,south,3,177904.0
ldhn,south,1,2541.0
ldhx,northeast,2,31367.628205128207
ldjj,south,3,193153.0
ldkm,west,4,4002003.5
ldko,south,2,66079.0
ldkp,west,4,5465000.0
ldlf,south,3,764624.0
ldmm,south,1,3578.0
ldrh,south,1,290.0
ldrj,south,2,37178.0
ldry,northeast,1,10984.6
ldth,west,4,5442500.0
lduy,south,1,1002.0
ldwh,south,1,2796.0
ldws,midwest,1,11975.0
ldxb,south,1,14523.0
ldyq,south,1,1670.0
ldzf,west,4,6082500.0
lecb,south,1,4684.0
lego,south,2,68983.0
legu,midwest,1,11655.0
lehf,south,1,17427.0
leif,northeast,4,7881667.0
leig,west,4,6550000.0
leik,south,1,18008.0
leit,south,3,517495.0
leiv,midwest,1,12285.0
leko,west,4,6672500.0
lekp,west,4,6637500.0
leme,south,1,1559.9208053050904
lemm,midwest,2,59991.0
lenf,south,3,230912.0
leph,west,4,6127500.0
leqq,midwest,1,228.9298203592809
lerd,west,4,3152057.0
lesg,south,1,17427.0
letd,south,1,5083.0
lews,northeast,1,4219.032258064516
lexs,south,2,48409.0
lexy,west,4,4943132.0
leyf,south,2,58506.0
lezi,midwest,2,91220.0
lezw,south,2,95850.0
lfan,south,1,4979.0
lfat,midwest,4,4506075.0
lfbj,south,1,8513.0
lfdt,northeast,2,22173.0
lffq,west,4,5470000.0
lfgk,south,2,37759.0
lfgz,south,1,5809.0
lfhc,west,4,5542328.0
lfin,northeast,2,68000.0
lfir,midwest,3,190360.0
lfml,northeast,2,68002.0
lfmn,west,3,774812.0
lfnr,west,3,615243.5
lfpk,northeast,2,34500.0
lfsb,midwest,3,384262.0
lfsc,west,4,7668822.5
lfst,west,4,4945000.0
lfsx,midwest,4,2406600.0
lfti,west,4,2725455.5
lfto,south,2,42794.0
lfty,south,1,1162.0
lfvg,south,1,7988.0
lfwh,west,3,937637.0
lfww,midwest,2,46441.0
lfyu,midwest,4,5011650.0
lfzi,midwest,3,383355.0
lfzj,south,2,32602.0
lfzy,northeast,1,1683.4201388888887
lgdv,west,4,1953665.0
lgfd,northeast,1,1276.7279411764707
lggu,west,4,6385000.0
lgif,midwest,1,17640.0
lgii,west,4,5982500.0
lgjc,south,2,43453.0
lgkv,midwest,1,18270.0
lglc,midwest,1,457.1486233403216
lglr,south,1,508.0
lgnb,south,3,369000.0
lgnm,west,4,5610714.5
lgnr,midwest,3,149716.0
lgny,west,4,5604201.5
lgpx,west,4,6920000.0
lgql,south,2,41148.0
lgra,south,1,254.0
lgrm,west,4,4740000.0
lgsd,west,4,4657500.0
lgtd,south,2,30861.0
lgwl,south,1,1452.0
lgxm,west,4,5967500.0
lgxs,midwest,3,236145.0
lhad,south,1,8978.0
lhai,south,1,9258.0
lhaq,south,3,695157.0
lhbi,south,1,4518.0
lhbt,south,3,452385.0
lhdg,south,3,185328.0
lhdp,south,1,9440.0
lhef,midwest,3,566483.0
lhel,west,4,4560000.0
lhfv,south,1,1743.0
lhgg,midwest,3,206258.7
lhhf,midwest,3,296178.0
lhhh,south,1,14301.0
lhko,south,1,438.0
lhkr,south,3,171127.0
lhml,south,1,8714.0
lhor,south,3,187866.0
lhpx,west,4,2787329.0
lhql,south,1,8714.0
lhst,south,1,11618.0
lhti,south,1,12131.0
lhtn,south,1,6354.0
lhtr,west,4,4386270.5
lhtw,south,1,3873.0
lhtx,south,2,20332.0
lhvv,west,4,2197860.0
lhwm,midwest,4,3846200.0
lhwq,south,1,8766.0
lhww,northeast,1,300.6666666666667
lhxa,northeast,2,97600.0
lhzp,south,1,3319.0
lhzu,south,1,4647.0
licp,south,1,10562.0
licr,midwest,1,3276.0
lidr,south,1,3169.0
lidw,south,3,304978.0
lieh,south,3,135553.0
liei,west,4,5750744.0
lihh,west,4,5245000.0
liil,northeast,3,473428.8
lint,south,2,48057.0
liod,south,1,2420.0
lior,south,1,5809.0
lirt,south,1,581.0
lisu,south,2,38122.0
lita,midwest,4,2002552.0
litq,west,4,1689888.5
litx,south,1,1936.0
livd,west,2,38206.84897511784
live,south,2,40250.0
livx,south,1,1791.0
liws,south,1,2641.0
liyc,midwest,2,59346.0
ljah,south,1,17427.0
ljax,south,1,5083.0
ljbp,south,1,1660.0
ljce,northeast,3,114267.0
ljeo,midwest,3,705721.0
ljfg,south,3,309819.0
ljir,south,1,9349.0
ljja,west,4,1302365.0
ljji,south,3,274117.0
ljjr,south,2,28216.0
ljkb,northeast,1,0.0
ljkq,south,3,133428.0
ljlb,midwest,1,1308.0
ljle,midwest,3,171675.0
ljlt,west,4,1204670.0
ljmq,south,3,104887.0
ljmw,west,4,2373899.9975
ljng,south,1,1670.0
ljoi,south,3,129385.0
ljol,south,2,30098.0
ljpp,west,4,2096951.0
ljqg,south,1,8714.0
ljqr,south,1,1815.0
ljsm,south,3,107100.0
ljtk,west,4,4312500.0
ljts,south,1,13797.0
ljtt,south,1,8714.0
ljvg,south,1,1127.0
ljvz,south,1,5083.0
ljxc,south,1,924.0
lkao,west,4,4510017.5
lkbb,south,1,3873.0
lkhq,south,1,290.0
lkhs,west,4,6245732.0
lkkf,south,1,1936.0
lkmy,south,1,5446.0
lknr,south,1,877.0
lkob,south,1,3131.0
lkph,south,1,968.0
lkpy,south,2,26475.0
lkqs,west,4,3236726.0
lktq,south,3,236721.0
lkug,south,1,13434.0
lkur,west,4,6980000.0
lkvd,midwest,1,912.2674044795784
lkvr,midwest,1,622.802613545817
lkvs,northeast,3,234000.0
lkxc,south,1,9682.0
lkxt,south,1,4175.0
lkyy,west,4,4575147.5
llav,west,4,2003340.0
llcy,south,1,871.0
lldb,west,4,1940639.0
llig,south,1,2541.0
llih,west,4,1591566.665
lliu,south,2,79350.0
llju,south,1,2905.0
llkk,midwest,3,262775.0
lllb,west,1,77.00246808510639
llly,south,2,72614.0
llmm,west,4,6890000.0
llpe,midwest,1,352.5244813278001
llqa,northeast,2,43267.0
llqs,south,2,21784.0
llsi,south,2,81328.0
llsw,west,4,1465190.0
llvc,west,4,5382500.0
llws,south,2,32139.0
llyv,south,2,78704.0
llzx,west,4,6880000.0
lmap,south,1,16247.0
lmbf,south,2,38727.0
lmbr,northeast,1,5067.0
lmcu,south,1,18771.0
lmef,south,1,1039.5390070921983
lmhh,west,4,5732500.0
lmhv,south,1,10892.0
lmjd,midwest,3,432180.0
lmmz,south,3,215421.0
lmpf,midwest,2,34600.0
lmqm,south,1,3569.0
lmsz,south,1,4938.0
lmui,south,1,3389.0
lmur,west,4,5315000.0
lmux,south,2,23236.0
lmxc,south,1,894.0
lmxf,west,4,4150000.0
lmyd,south,1,6971.0
lmze,south,3,277022.0
lmzm,west,4,3197648.0
lmzz,south,1,15975.0
lnap,south,2,73340.0
lnau,south,3,269649.993896484
lncc,south,1,447.0
lnfr,west,4,3275804.0
lnfz,midwest,1,408.6503126503127
lngb,south,1,7644.0
lnjm,south,1,13203.0
lnlf,south,3,421524.0
lnlv,south,1,7745.0
lnmx,west,3,436136.0
lnnk,south,1,19364.0
lnnz,west,4,1915340.0
lnpc,northeast,2,49333.0
lnpk,south,2,29046.0
lnqo,west,4,4840000.0
lnth,west,4,4732500.0
lnug,south,3,164667.0
lnuo,west,2,24026.0
lnuw,west,4,3643788.5
lnvp,south,1,871.0
lnwa,west,4,3295343.0
lnxb,northeast,1,6500.446927374303
lnzm,south,3,219138.0
lobx,west,4,1654067.0
loex,northeast,2,20910.0
lohi,west,4,4399296.5
loib,south,2,33039.0
loiv,south,2,23236.0
loja,south,1,19364.0
lojj,south,2,58091.0
lojo,south,1,3667.0
lolm,south,3,466907.0
lonc,south,1,5083.0
lone,west,4,4532813.0
lonm,south,2,67386.0
lorf,south,1,2905.0
lose,west,4,8195000.0
losh,west,4,6017500.0
lotl,south,1,1158.0
loue,midwest,3,228690.0
louw,south,1,16943.0
lovo,midwest,2,60427.0
lowm,midwest,3,164561.0
lozd,south,1,145.0
lpaf,midwest,1,2205.0
lpam,south,1,3389.0
lpcx,west,4,3018540.5
lpdi,south,1,4841.0
lpdl,south,1,2500.0
lpdo,midwest,3,291936.0
lpfn,midwest,2,21105.0
lphr,south,1,8974.0
lphx,south,1,14921.0
lpib,south,2,49862.0
lpjd,south,1,14523.0
lpmt,south,1,7820.0
lpnl,west,4,1491242.0
lpoi,south,1,1271.0
lpok,northeast,1,5686.2
lpor,south,1,81.0
lppa,west,3,846455.0
lppb,south,2,66100.0
lppx,south,1,363.0
lpqr,west,4,1953665.0
lpsy,northeast,3,127771.0
lpth,south,1,4070.0
lpto,south,1,1234.0
lpwp,south,2,51959.0
lpwr,south,2,60512.0
lpyy,south,1,7152.0
lpzv,south,1,947.0
lqag,west,3,888789.5
lqce,south,1,1089.0
lqcv,south,2,20320.0
lqcw,south,3,313449.0
lqfj,west,3,377519.0
lqgb,south,1,581.0
lqhc,northeast,2,48257.0
lqjl,south,1,6777.0
lqkl,midwest,1,72.96045801526718
lqky,midwest,3,111510.0
lqmn,south,1,15249.0
lqnb,south,1,5664.0
lqoh,south,1,4876.0
lqoy,south,2,88952.0
lqsq,south,1,1307.0
lqtc,west,4,2976206.0
lqtg,south,1,19364.0
lqvk,south,1,2251.0
lqxg,midwest,1,12525.700106666634
lqyc,west,2,51869.0
lqzp,west,4,6615000.0
lqzu,west,4,6347500.0
lrab,south,2,44730.0
lrba,midwest,2,36459.0
lrbv,south,2,30982.0
lrca,west,4,2715666.665
lrch,midwest,2,57593.0
lrcl,northeast,3,127333.0
lrea,south,2,20332.0
lree,south,1,8714.0
lreq,south,3,152490.0
lrew,south,1,2033.0
lrid,south,1,2178.0
lrja,midwest,3,107014.0
lrjj,south,1,239.0
lrjk,south,1,1753.0
lrjl,south,2,72614.0
lrjp,west,4,6187500.0
lrkb,south,3,876554.0
lrla,northeast,1,865.9200000000001
lrll,west,3,504623.66
lrmx,west,4,1771301.0
lrpu,south,1,4066.0
lrpw,south,2,47199.0
lrsk,south,1,363.0
lrtc,south,1,3248.0
lrtw,south,1,5126.0
lruv,south,1,12344.0
lrvc,south,2,23792.0
lrwh,south,1,654.0
lrxi,west,4,1491242.0
lrxk,south,1,17427.0
lrye,south,1,2420.0
lsap,south,1,157.0
lsbf,west,4,2715686.0
lsca,midwest,3,234990.0
lsed,south,3,430358.0
lsfb,south,1,3522.0
lsfe,west,4,1533576.5
lsgm,south,2,29046.0
lshe,south,2,94543.0
lshu,south,1,8946.0
lsjq,south,1,508.0
lsjy,midwest,1,683.305856573705
lskw,northeast,2,26400.0
lsma,midwest,3,126945.0
lsme,south,2,23236.0
lsni,west,3,435340.0
lsqs,midwest,2,40005.0
lsti,south,1,1779.0
lstx,south,1,219.0
lswr,south,1,3776.0
lsxm,west,4,5217500.0
lsyl,northeast,1,66.32352941176471
lszg,south,2,24205.0
ltai,west,4,3073901.0
ltdu,west,1,2650.0
ltgp,south,2,21784.0
ltgq,west,4,4796589.5
ltix,northeast,1,933.0
ltiz,west,4,3829409.0
ltju,west,4,4659816.5
ltlm,west,4,1680760.165
ltme,south,1,1848.0
ltmn,south,2,28210.0
ltnn,west,4,6645000.0
ltop,south,1,581.0
ltov,south,2,30982.0
ltow,west,3,318902.0
ltpb,south,3,117635.0
ltpu,south,1,3389.0
ltqa,northeast,2,35854.0
ltqk,west,4,7132500.0
ltrt,northeast,1,0.0
ltry,northeast,1,19323.86861313869
ltum,west,4,1842944.0
ltvs,west,5,10090000.0
ltwy,west,4,7455000.0
luax,midwest,1,783.6384677419355
ludi,south,1,2152.0
lugc,south,1,792.0
lugm,south,2,30262.0
lugz,south,2,45643.0
luha,south,1,182.0
luhb,south,1,7624.0
luhn,south,2,35404.0
luio,south,2,80768.0
luju,northeast,1,0.0
lukl,midwest,3,121905.0
lumd,south,1,4586.0
lume,south,3,136179.0
luml,south,1,598.0
luna,northeast,1,0.0
lupe,west,4,1120001.0
lupz,south,2,65498.0
luuy,midwest,2,37800.0
luvf,northeast,2,32667.0
luwb,south,1,9440.0
luwk,south,1,1044.0
luxd,south,1,3873.0
luxh,south,1,18153.0
luxs,west,4,6327500.0
luys,midwest,1,4095.0
luyw,south,1,1220.0
luzg,west,4,1859226.5
luzm,south,4,1707879.0
luzn,south,2,62085.0
lvab,west,4,1364238.5
lvbv,south,1,14127.0
lvey,south,2,21784.0
lvhj,west,3,986484.5
lvho,south,1,436.0
lvia,west,4,2591959.9975
lvjt,south,1,4357.0
lvkh,west,4,4785000.0
lvna,south,1,7080.0
lvnq,south,1,1500.0
lvoa,west,4,4878002.0
lvpl,midwest,3,225331.0
lvpv,south,1,3268.0
lvqv,west,1,8885.952034051457
lvqw,midwest,1,8214.892910052915
lvrv,south,1,8606.0
lvso,south,1,11618.0
lvte,south,2,58541.0
lvtf,south,2,36428.0
lvtt,midwest,5,804667500.0
lvuj,midwest,2,76091.0
lvuq,south,3,121023.0
lvvi,south,2,33664.9
lvws,south,1,6989.0
lvzn,midwest,4,1225350.0
lwao,west,2,87503.73394716652
lwav,south,1,3050.0
lwax,west,4,5865000.0
lwbh,south,1,10251.0
lwgx,south,2,29336.0
lwht,south,1,2561.0
lwie,south,1,9258.0
lwjc,west,4,1054871.0
lwjg,south,2,29046.0
lwkb,south,2,40664.0
lwkn,west,4,1093949.0
lwku,west,4,4392783.5
lwkx,south,3,116908.0
lwln,west,4,3112979.0
lwlt,south,1,9004.0
lwoj,south,1,16899.9996185303
lwpq,south,1,1210.0
lwpx,west,3,644552.0
lwqi,south,2,22656.0
lwrn,south,1,18190.0
lwsk,west,4,5200395.5
lwtd,south,3,411963.0
lwut,south,2,29530.0
lwzf,west,4,1028819.0
lxay,west,4,3305112.5
lxba,south,3,199253.0
lxbn,south,1,9004.0
lxdj,south,3,109569.0
lxdv,midwest,3,247275.0
lxep,south,2,20750.0
lxhv,south,1,4651.0
lxic,south,1,7922.0
lxit,south,1,5567.0
lxjj,midwest,2,81270.0
lxjy,northeast,3,118778.4
lxnb,south,1,10650.0
lxng,west,4,6262500.0
lxot,midwest,1,1479.0328744939306
lxpx,south,2,43765.0
lxtj,south,1,6354.0
lxtl,south,1,1452.0
lxtm,south,1,12351.0
lxty,west,4,1377264.5
lxtz,midwest,1,12915.0
lxur,west,4,5082500.0
lxvd,south,3,844258.0
lxxy,west,4,2969693.0
lxxz,south,1,762.0
lyak,west,4,2385000.0
lygt,south,1,2251.0
lyig,west,4,5529627.75
lyiz,south,3,220262.0
lykd,northeast,3,100245.6
lyki,south,1,8714.0
lyll,south,2,22220.0
lymy,south,1,4931.0
lyno,midwest,3,417375.0
lynu,west,4,1771301.0
lyox,south,1,8714.0
lypy,south,1,9861.0
lyqi,south,2,20876.0
lysq,south,1,11013.0
lytt,west,4,5270000.0
lytz,south,1,581.0
lyui,west,4,5712500.0
lyvb,west,4,5405000.0
lywh,south,2,63392.0
lywq,west,4,3008771.0
lywz,south,1,15491.0
lyzf,south,3,105048.0
lzaf,northeast,2,72867.0
lzan,midwest,3,522900.0
lzbu,south,3,947611.0
lzdc,south,1,73.0
lzfi,south,1,1089.0
lzgk,west,4,1571330.0
lzhj,south,1,4011.0
lzki,south,1,10957.0
lzlq,south,3,243111.0
lznw,south,3,188312.0
lzoq,south,3,586721.0
lzou,south,1,17427.0
lzoy,west,4,5773539.5
lzpf,west,4,6865000.0
lzqj,south,2,39066.0
lzro,south,1,1271.0
lzth,west,4,2289946.665
lzto,west,4,6367500.0
lzue,south,1,3575.0
lzxe,midwest,3,196913.0
lzyx,midwest,3,269766.0
maaa,midwest,1,5651.0
maae,northeast,3,134667.0
maas,midwest,2,29610.0
mabb,south,1,5519.0
maej,south,3,171730.0
magg,south,1,7379.0
maix,northeast,2,66760.2
makn,south,1,8472.0
makv,south,1,12417.0
mank,midwest,2,37334.0
mano,south,2,44658.0
maob,south,2,51919.0
maou,south,2,55000.0
maov,west,4,1331673.5
maqe,west,4,4044338.0
marp,midwest,3,134733.0
marv,south,2,38122.0
mauw,south,3,301244.0
mawm,south,1,9875.0
mawv,south,1,1452.0
mbak,south,1,2324.0
mbbo,midwest,5,29767500.0
mbbw,west,4,5720000.0
mbcm,south,1,11295.0
mbee,south,1,2348.0
mbev,south,3,569293.0
mbfp,south,3,112955.0
mbfz,west,4,7247500.0
mbgg,south,1,218.0
mbhj,south,1,290.0
mbiu,south,1,4030.0
mbiv,west,1,14595.5
mbkb,midwest,1,19376.0
mblu,south,1,1210.0
mbmk,northeast,1,5363.678571428572
mbov,south,1,5325.0
mbow,south,1,2458.0
mbph,west,4,5910000.0
mbrv,northeast,2,66970.8
mbry,west,4,1784327.0
mbsu,midwest,1,744.3654281949935
mbuk,south,1,12925.0
mbvb,south,3,196864.0
mbxp,south,3,154277.0
mcaf,south,2,23236.0
mcar,south,3,116182.0
mcbf,midwest,1,13860.0
mcce,south,1,13942.0
mcdj,northeast,2,48638.0
mcei,south,3,177606.0
mcel,west,4,2416088.0
mcgg,northeast,3,214601.4
mcgz,south,1,4685.0
mcjd,northeast,5,14640000.0
mcli,south,1,9172.0
mcmr,south,1,264.0
mcnv,south,1,3131.0
mcoi,south,1,8299.0
mcol,south,1,8299.0
mcpo,west,4,2891537.0
mcpz,south,1,2259.0
mcre,south,1,2396.0
mctp,south,1,799.0
mcul,south,2,76099.0
mcuu,northeast,2,79709.34782608696
mcvm,midwest,3,107730.0
mcym,west,4,5675844.5
mcyn,midwest,1,10236.0
mczr,south,1,290.0
mdad,northeast,2,36667.0
mdam,west,4,2476413.33
mdbn,west,4,6557500.0
mdbs,south,1,762.0
mdcu,south,2,34492.0
mdib,south,3,151452.0
mdid,west,4,2671320.0
mdiq,south,1,10892.0
mdjn,northeast,1,15742.12927756654
mdjp,west,3,554921.01
mdle,midwest,2,26926.0
mdmo,south,2,53250.0
mdnt,south,2,47272.0
mdog,northeast,2,71867.36641221374
mdpg,south,1,2504.0
mdqd,south,2,37536.0
mdqk,midwest,1,318.10136514247847
mdwe,south,1,1565.0
mdwz,west,4,2403062.0
mdxl,midwest,3,210940.0
mdyd,south,2,46626.0
mdzh,south,3,587083.0
meab,midwest,2,29770.0
meao,midwest,1,3486.34071713148
mebw,south,1,4357.0
medb,northeast,1,3865.714285714286
medj,west,4,5789822.0
meek,west,4,5077500.0
mehd,west,4,2038334.0
mekp,south,3,364038.0
mekx,south,3,142323.0
mela,west,4,2158824.5
melc,south,1,799.0
melv,west,4,7138013.0
melx,south,1,5831.0
mema,south,3,436930.0
memj,south,1,16635.0
menq,south,1,5809.0
mepv,midwest,2,51000.0
meql,midwest,2,64890.0
merm,south,1,726.0
mevv,south,1,2203.0
mewc,south,1,7116.0
mewl,west,4,4162500.0
mews,south,2,40664.0
meyc,west,4,6525000.0
meyv,west,4,6365000.0
mfag,west,4,7837500.0
mfba,south,1,1815.0
mfch,south,1,6535.0
mfdd,midwest,3,330935.0
mffr,south,1,7370.0
mfiy,northeast,1,326.81159420289856
mfkw,south,2,49958.0
mflh,west,4,1040678.25
mfnl,south,1,6082.0
mfoj,midwest,1,220.69954732510288
mfqx,south,1,17790.0
mfrn,south,2,20332.0
mfst,south,1,5519.0
mfte,west,4,5960000.0
mftz,midwest,2,20160.0
mfxp,south,1,535.0
mfzr,northeast,1,0.0
mfzz,west,4,4337423.0
mgaf,midwest,4,7679700.0
mgao,west,4,5300000.0
mgbv,midwest,3,656460.0
mgcf,midwest,2,21105.0
mgcs,midwest,3,212940.0
mgdi,midwest,3,538650.0
mgdj,south,3,110809.0
mgdm,south,1,16520.0
mgfc,south,3,355808.0
mgff,south,1,2142.0
mgfg,south,1,290.0
mghh,northeast,3,273000.0
mghr,south,2,40529.0
mghy,south,1,11183.0
mgiw,south,1,11074.0
mgja,west,4,5835000.0
mgjm,south,1,415.0
mgjp,west,4,1191293.33
mgla,northeast,1,375.83333333333337
mgln,south,2,30659.0
mglt,south,1,3086.0
mgnn,south,1,2905.0
mgpg,west,4,4037825.0
mgqi,midwest,3,512955.0
mgrf,south,1,1002.0
mgrj,south,1,6679.0
mgsf,south,2,95190.0
mgst,south,1,8387.0
mgub,midwest,1,340.056587926509
mgvm,midwest,3,122497.0
mgvx,south,1,1252.0
mgwe,south,2,30053.0
mgwy,south,1,12707.0
mgxt,northeast,1,10530.0
mgxw,south,1,73.0
mgxx,west,4,2920845.5
mgyk,west,4,5510000.0
mgzc,west,4,1634528.0
mhbc,midwest,1,253.20851106639807
mhcv,northeast,1,1114.235294117647
mhea,west,4,1745249.0
mhev,south,2,57123.0
mhhw,south,3,213194.0
mhjd,midwest,3,262648.0
mhka,south,1,6535.0
mhls,west,4,2468192.0
mhnn,south,1,1245.0
mhoa,south,1,8766.0
mhpj,west,4,5193882.5
mhqh,south,1,5602.0
mhre,south,1,15051.0
mhtw,south,1,6432.0
mhuy,west,4,6859516.57
mhvf,south,1,726.0
mhwi,northeast,1,0.0
mhxd,south,2,70385.0
mhxn,south,3,350725.0
miaq,south,3,239304.0
mibt,south,1,1380.0
mici,south,1,726.0
midx,south,4,1582984.0
mifi,south,1,1461.0
migp,south,1,4149.0
mihi,west,4,5920000.0
mihn,midwest,1,2241.0
mihv,south,1,6898.0
milc,south,1,3485.0
mimf,midwest,1,2521.673625498008
mimn,south,1,792.0
mina,south,1,1002.0
mipe,west,4,4907500.0
mipp,south,1,2614.0
mirt,south,1,1789.0
mirv,south,1,1894.0
misk,west,4,6682500.0
misu,south,2,30256.0
mitn,south,1,937.0
mivp,west,4,4810000.0
miwf,west,4,1554199.9975
miwl,south,1,13555.0
miwu,midwest,3,345240.0
mixs,south,1,575.6812169312169
miys,south,2,24226.0
mjai,west,4,5502500.0
mjdx,south,2,68872.0
mjgw,south,1,19364.0
mjjg,south,3,165213.0
mjkg,south,1,436.0
mjlx,south,2,24850.0
mjmd,south,2,23963.0
mjmo,south,2,26540.0
mjmt,south,1,9682.0
mjmu,south,1,19315.0
mjnw,south,3,145954.0
mjon,south,1,3994.0
mjop,south,1,19364.0
mjpc,south,1,1089.0
mjqi,south,1,1614.0
mjqm,south,3,105356.0
mjuq,west,4,2653812.5
mjwo,midwest,3,110399.0
mjxx,south,3,488366.0
mjzn,west,4,6200000.0
mkan,south,1,2890.0
mkcc,west,4,2660325.5
mkgu,south,1,550.0
mkha,west,4,6952500.0
mkig,south,1,2178.0
mkjt,south,3,101659.0
mkke,south,3,156527.0
mklf,south,3,118603.0
mklk,south,1,6365.0
mklp,west,4,3761022.5
mkoh,south,1,5083.0
mkor,south,1,2348.0
mkqi,northeast,2,45883.6
mkrr,south,1,12772.0
mkry,south,1,1565.0
mksq,south,1,762.0
mkus,west,4,3672500.0
mkxj,south,1,19582.0
mkyk,south,3,357596.0
mkzv,south,1,8318.0
mlbo,west,3,233070.0
mlbr,west,4,5435000.0
mlcg,midwest,2,33705.0
mldr,west,4,8812500.0
mlew,south,1,1089.0
mlgt,south,1,4720.0
mlhn,south,2,87681.0
mlji,northeast,3,131600.0
mljm,west,4,4757500.0
mllc,midwest,1,1063.3903320053116
mlmd,northeast,3,176667.0
mloa,south,1,4066.0
mlod,west,4,1643626.75
mlon,west,4,7470000.0
mlpf,south,2,20332.0
mlpk,south,1,18396.0
mlrt,south,3,104201.0
mlrw,west,1,1672.27582205029
mlsp,south,1,5809.0
mlsy,south,3,128227.0
mlun,west,4,2725455.5
mluq,south,2,77455.0
mlwn,south,3,309000.0
mlxm,south,3,132500.0
mmdd,south,1,15491.0
mmet,west,3,992500.0
mmfg,west,4,2360727.5
mmhd,west,4,2712429.5
mmiq,south,2,43568.0
mmix,midwest,2,64808.0
mmjs,south,1,2004.0
mmmi,south,1,12065.0
mmop,south,2,43568.0
mmpb,west,4,4530000.0
mmqw,west,3,863670.0
mmsi,west,4,3712175.0
mmuz,midwest,2,28923.0
mmvo,west,4,7322500.0
mmwy,midwest,5,60165000.0
mmyf,south,3,108195.0
mnaw,midwest,3,699300.0
mndj,west,4,5110000.0
mndv,south,2,77000.0
mnfy,northeast,2,84000.0
mngb,west,4,6315000.0
mngi,south,1,10021.0
mnht,south,1,12053.0
mniz,northeast,1,4991.536458333333
mnkc,midwest,1,102.0
mnke,west,4,1061384.0
mnlm,midwest,4,1402240.0
mnne,northeast,1,242.27272727272728
mnoa,south,1,194.0
mnof,south,2,85039.0
mnom,west,4,5930000.0
mnor,midwest,1,1447.0006374501993
mnpj,south,2,39454.0
mnpt,west,4,1289339.0
mnrc,northeast,1,13933.0
mnrf,northeast,2,42338.06201550388
mnsa,midwest,3,309960.0
mnsb,west,4,5352500.0
mnsy,midwest,2,30870.0
mntx,west,4,3904308.5
mnuz,south,1,290.0
mnzb,west,4,5302500.0
mobv,west,1,1792.5925925925926
mock,south,1,436.0
mocy,south,3,123153.0
modd,south,1,726.0
mofz,south,1,15612.0
mogx,west,4,2207672.0
moic,south,3,248501.0
moih,south,2,47133.0
moio,south,1,12102.0
moiu,west,4,2256519.5
mojc,south,1,2596.0
molf,midwest,1,552.0
moqs,south,2,21229.0
morg,south,1,2456.0
morx,south,1,1831.0
mosb,south,3,203964.0
mosd,south,1,16154.0
moti,northeast,1,9600.0
motv,south,1,762.0
move,northeast,2,56360.0
mowq,west,4,4650047.0
mowu,northeast,2,40667.0
moyi,south,1,313.0
mozk,midwest,1,738.768695652174
mozw,west,4,6850000.0
mpav,south,3,132000.0
mpaz,south,1,1180.0
mpbf,south,1,2004.0
mpch,south,2,99626.0
mpci,west,4,2689634.0
mpcq,west,4,4952500.0
mpcx,midwest,3,280519.0
mpcz,south,3,133610.0
