uid,latitude,longitude,date,split
jupv,35.7138533501858,-79.1489883081646,2016-08-10,train
jurd,34.97,-79.0851691521816,2021-09-29,test
juse,33.3981,-117.263,2018-09-28,test
jusz,39.264159,-79.951664,2015-08-31,test
jutg,32.66237,-97.61238,2017-06-12,train
juup,35.794,-79.0184828303993,2016-05-24,train
juvd,37.9674,-121.464,2013-05-21,train
juwq,41.295131,-80.399164,2015-10-07,test
juxl,41.141242,-81.161385,2019-07-10,test
juxy,37.1145,-120.89,2021-02-09,train
juyq,37.1145,-120.89,2021-04-13,train
juyx,35.4417,-119.549,2015-08-26,test
juzb,41.134181,-80.967646,2019-08-14,test
jvad,33.8306,-109.0851,2017-07-13,train
jvbk,36.06,-78.76,2020-03-18,train
jved,37.63238,-98.69257,2015-08-17,test
jvei,35.6658670743617,-79.2381176174111,2017-08-16,train
jvej,44.453333,-82.341667,2014-08-11,train
jvfg,38.3068,-121.693,2021-08-19,train
jvfu,38.1033,-86.9948544444444,2016-07-05,train
jvgo,38.5596300125122,-75.5665550231934,2020-08-06,train
jvgp,35.678642122834,-79.2143893487265,2018-06-13,train
jvgt,35.9060467338963,-79.1262504561903,2020-01-09,train
jvgu,40.03675,-78.6335,2019-04-30,test
jvha,35.8,-79.0406292145049,2017-11-15,train
jvho,36.04,-79.08961820256,2018-07-17,train
jvhw,35.79,-79.0363778996989,2021-06-17,train
jvir,35.2469,-120.682,2019-09-24,test
jviu,35.6850562617545,-79.2024757804911,2015-05-06,train
jvjf,41.90588,-76.16548,2017-11-14,test
jvjg,35.9096182501955,-79.1548350701725,2021-10-12,train
jvjp,35.6631523765613,-79.2431598745066,2019-04-10,train
jvlr,43.58,-77.2,2017-04-09,test
jvmz,36.42,-79.0769631259282,2019-08-28,test
jvnv,39.79219,-99.97105,2015-06-15,train
jvnw,35.98,-78.8423928112534,2021-11-18,train
jvos,35.8704557975586,-78.8413985638106,2018-04-11,train
jvqc,39.1853,-121.704,2018-04-18,train
jvra,41.811158,-77.199992,2018-06-19,test
jvru,44.6471,-100.7009,2017-06-01,test
jvsb,32.9425,-117.083,2015-03-02,test
jvte,35.6326785630179,-79.299761682098,2016-05-09,train
jvtk,38.1602,-121.206,2016-06-21,train
jvuv,36.3559,-119.279,2018-07-26,test
jvwj,36.18,-79.0530865555643,2018-05-30,train
jvwn,35.8895245889298,-78.9940155462897,2020-01-09,train
jvws,39.01195,-95.61955,2019-07-08,test
jvwt,38.51586531,-95.73903003,2018-09-17,test
jvxl,35.9151773929567,-79.1993276432405,2015-01-27,train
jvye,35.8597412486611,-78.7556447218638,2013-05-15,train
jvze,41.57591,-75.70621,2021-07-26,train
jway,35.98,-78.8056056558676,2019-05-29,train
jwbg,41.517,-72.729,2021-08-31,test
jwbk,37.5394,-121.122,2017-03-14,train
jwcf,35.69883,-79.08199,2015-05-06,train
jwcq,36.43,-79.0751340718838,2019-09-18,test
jwcr,36.06,-78.76,2018-02-06,train
jwdy,35.79,-79.0359824285542,2021-05-24,train
jwep,35.976,-78.7238288036923,2014-02-24,train
jweq,37.3204,-120.983,2014-08-12,train
jwew,37.3032,-122.075,2018-05-11,train
jwfg,37.9674,-121.464,2016-05-17,train
jwfo,35.6306292323255,-79.3035680918662,2015-08-06,train
jwgz,35.7091425510616,-79.157738107242,2016-10-05,train
jwhj,36.92047,-95.15494,2017-09-25,train
jwig,39.1766,-122.189,2013-11-21,train
jwje,35.8948973917102,-79.0370167481935,2015-05-06,train
jwjn,35.8916985553727,-79.0114148765398,2021-03-17,train
jwjv,35.8848039760822,-78.956234143461,2017-10-18,train
jwjz,35.8904873454974,-79.0017209639719,2020-06-10,train
jwkt,37.2486,-120.851,2019-03-12,train
jwky,35.8898662122279,-78.9967497267576,2020-03-11,train
jwlj,36.8698,-121.815,2021-04-28,test
jwlu,45.516667,-83.416667,2013-03-29,train
jwlw,38.0609,-121.209,2016-03-07,train
jwmc,35.875362750387,-78.8806713378036,2021-03-17,train
jwmr,36.17,-79.0527405183127,2018-08-16,train
jwmy,39.16522,-96.91105,2015-08-10,train
jwnj,35.8748658437715,-78.8766943480321,2020-09-24,train
jwnz,36.5597,-121.51,2014-08-26,test
jwor,38.1602,-121.206,2015-01-20,train
jwpd,35.666984891103,-79.2360413939012,2017-01-24,train
jwrm,36.055,-78.763,2015-07-22,train
jwru,38.51613412,-95.70697032,2019-07-29,test
jwsu,36.9767,-121.51,2021-01-27,test
jwta,36.7518,-121.742,2016-08-30,test
jwul,35.66568,-79.0476982612172,2015-06-26,train
jwvf,39.42401,-75.68735,2017-08-14,train
jwvh,37.7261,-122.163,2013-04-04,train
jwvk,37.2486,-120.851,2014-03-03,train
jwvr,35.7029945589843,-79.1691573365465,2014-07-15,train
jwwc,36.5,-79.066235971127,2019-05-28,test
jwwq,35.9014814043661,-79.0897118626651,2017-10-18,train
jwwy,35.794,-79.0198669794059,2016-09-20,train
jwxk,37.6106,-121.229,2019-01-17,train
jwye,36.00756,-78.9684136746361,2013-07-09,train
jwzh,35.9151152796298,-79.1988305195191,2015-01-27,train
jwzk,39.14365,-95.40445,2017-08-28,test
jwzx,37.4368,-121.133,2014-02-10,train
jxaf,34.9638,-120.642,2014-04-21,test
jxai,42.081667,-81.011667,2015-08-11,test
jxau,36.11,-78.9020476578251,2018-05-21,train
jxfb,35.6944246306341,-79.1850750501224,2016-08-10,train
jxgh,35.976,-78.7118978343779,2013-04-24,train
jxgt,38.7605000178019,-75.2028333346049,2019-07-10,train
jxhi,33.1883,-117.362,2013-05-02,test
jxik,35.8683439444426,-78.8244963572819,2017-01-24,train
jxji,37.9674,-121.464,2015-07-21,train
jxke,36.04,-79.0886789585912,2018-08-15,train
jxkz,35.683006931062,-79.2062821902593,2015-12-07,train
jxld,36.5597,-121.51,2019-05-15,test
jxlm,35.8,-79.0402831772533,2017-10-18,train
jxlr,35.6849231883329,-79.2027229499566,2015-05-20,train
jxls,35.976,-78.7168690715922,2013-08-14,train
jxlv,38.07833,-122.7434,2017-06-06,train
jxmo,35.7052035777827,-79.1650543234198,2016-09-15,train
jxng,35.8617909884502,-78.772049804671,2014-03-19,train
jxoi,38.0601,-121.499,2015-12-08,train
jxqx,36.3386,-119.457,2013-06-19,test
jxqz,36.635965,-105.449618,2017-08-16,train
jxrr,36.106,-78.8970764206108,2013-06-19,train
jxru,35.720320718475,-79.136975872143,2019-08-26,train
jxth,35.74,-79.02,2021-03-17,train
jxti,41.501567,-72.224735,2017-08-17,test
jxtp,36.7518,-121.742,2013-03-27,test
jxuk,39.03917524,-95.69083603,2017-07-25,test
jxul,41.707665,-73.382964,2021-08-26,train
jxve,35.889214022295,-78.9915299276826,2019-12-05,train
jxvt,39.03917524,-95.69083603,2018-07-17,test
jxwd,36.172,-79.0516035387715,2013-08-01,train
jxxa,35.76,-79.1074638379665,2020-08-20,train
jxxe,35.125,-78.7208460613637,2014-08-13,test
jxxs,35.04,-79.1204155179569,2014-07-30,test
jxxt,37.3504,-120.962,2015-04-29,train
jxyg,41.7098691666667,-85.0363,2018-06-19,train
jxyt,35.117,-78.7250716129958,2014-08-13,test
jxyv,35.55,-78.02,2020-01-14,test
jyax,35.7136936620799,-79.1492849115232,2016-08-24,train
jyca,44.877646,-93.557842,2013-08-19,train
jycw,35.48,-79.0580299448736,2021-05-20,train
jydf,35.6844175093309,-79.2036621939254,2015-06-22,train
jydu,36.13,-79.0683121946369,2021-06-23,train
jyer,35.51,-79.0930291411834,2017-06-27,train
jygb,33.07556,-92.6606,2017-09-06,test
jygm,35.7165414333019,-79.1439954849622,2018-09-20,train
jygt,39.3992,-99.42481,2021-09-07,train
jyhv,31.89191,-90.60142,2017-09-19,train
jyiy,36.7368,-121.734,2014-08-27,test
jyjc,35.84,-79.0594140938802,2020-05-19,train
jyjq,38.307,-121.794,2017-02-28,train
jykd,35.9068231504831,-79.1324645027081,2020-05-18,train
jykl,43.466667,-82.0,2017-04-02,train
jykt,35.6563656320604,-79.2557655172453,2013-09-18,train
jyku,35.6410355738936,-79.2842394396668,2021-06-17,train
jykz,35.6702052679054,-79.230059892837,2015-07-23,train
jyld,37.868,-122.096,2014-07-23,train
jylh,36.6568,-121.614,2019-01-17,test
jylk,39.1635,-122.916,2015-02-08,test
jync,35.478,-79.057683907622,2016-08-24,train
jyof,37.7705,-121.292,2013-08-20,train
jyot,38.2399,-121.565,2015-08-20,train
jyou,35.44,-78.8660061880214,2019-09-17,train
jyqb,35.6377619677225,-79.2903198085173,2015-07-07,train
jyqg,35.6364046188223,-79.292840937065,2016-05-09,train
jysf,35.89859,-76.00978,2013-07-16,test
jytd,38.51613412,-95.70697032,2017-08-28,test
jytf,36.7085,-121.749,2019-05-14,test
jyti,37.72404,-95.44053,2014-08-19,train
jyue,45.45,-82.915,2018-08-05,train
jyug,36.03,-78.6944985041279,2021-04-20,train
jyuj,36.54,-79.0658404999823,2019-09-19,test
jyus,40.7794940736111,-85.6374722222222,2019-05-21,train
jywh,35.8717912340878,-78.8520867238213,2019-01-15,train
jywr,35.6262644240974,-79.3116752503334,2016-04-06,train
jywz,41.3305639294444,-85.3836083333333,2018-07-30,train
jyyk,34.63,-78.58,2019-04-16,test
jyzi,39.1766,-122.189,2015-06-16,train
jzal,37.6399,-121.78,2014-05-13,train
jzaw,38.0505,-121.418,2013-03-19,train
jzbk,35.6389063991482,-79.2881941511143,2015-02-11,train
jzbm,37.4363,-120.036,2020-07-14,test
jzcn,37.4312,-120.995,2021-07-13,train
jzcz,38.7891000111898,-75.1654833316803,2017-09-12,train
jzdw,41.239436,-80.881107,2019-09-11,test
jzgp,41.707665,-73.382964,2017-07-27,train
jzgx,35.6438833451155,-79.2789500131059,2019-11-04,train
jzhh,48.2295,-88.5455,2015-08-28,test
jzii,36.03,-78.6833132203957,2020-06-24,train
jziy,39.7533,-121.971,2018-05-16,test
jzld,37.2646,-122.026,2015-07-07,train
jzls,35.6942915572125,-79.1853222195879,2016-09-20,train
jzlu,35.87,-79.0866521689744,2017-09-19,train
jzmd,39.2184,-122.05,2015-07-07,train
jznu,38.307,-121.794,2015-07-21,train
jzny,34.942,-120.557,2013-09-19,test
jzoj,39.907,-95.904,2015-08-31,test
jzou,35.691151024463,-79.1911554189729,2018-11-07,train
jzov,38.51613412,-95.70697032,2015-08-03,test
jzpc,36.7085,-121.749,2016-08-30,test
jzph,44.0,-82.35,2016-03-30,train
jzpj,35.8690271910389,-78.8299647182177,2017-05-17,train
jzqb,36.6568,-121.614,2020-12-28,test
jzqe,38.40071608,-94.6545508,2019-09-09,test
jzqk,35.7132944418152,-79.1500264199195,2016-10-05,train
jzqp,39.99504,-79.23886,2021-06-15,test
jzrg,41.424144,-73.206937,2017-08-10,train
jzsk,35.43,-79.0863555656159,2021-09-29,train
jztb,35.1245,-120.569,2020-03-16,test
jztl,35.8628779716717,-78.7807494697961,2014-07-22,train
jzub,35.6592932473353,-79.2503277890051,2021-04-28,train
jzvd,35.8779715101186,-78.9015505341037,2015-02-11,train
jzwh,37.9539,-122.374,2014-02-06,train
jzwj,39.7533,-121.971,2018-02-21,test
jzwu,38.5901,-121.731,2014-03-18,train
jzwv,39.61525,-84.9661444444445,2019-08-06,test
jzxc,35.61,-78.9997324690862,2021-06-15,train
jzym,37.3204,-120.983,2014-06-10,train
jzyo,37.8189,-121.358,2019-09-17,train
jzza,35.6481416946063,-79.271040590211,2017-07-20,train
jzzl,36.1606,-79.0976759271341,2015-05-18,train
jzzo,35.66568,-79.0479948645757,2015-07-25,train
kaax,35.6815963527932,-79.2089021865932,2016-10-18,train
kabj,37.0062,-120.6,2020-05-12,test
kabr,35.7076521287399,-79.1605064052553,2016-08-10,train
kacu,42.116667,-81.25,2013-08-10,test
kacx,34.85,-78.83,2019-07-18,test
kadk,35.8648966547973,-78.7969059907426,2015-07-07,train
kadl,38.0826,-121.241,2019-12-02,train
kaeb,35.6803720773146,-79.2111761456755,2017-06-21,train
kaft,35.6476626302886,-79.2719304002867,2017-12-06,train
kaga,40.308845,-80.605689,2017-08-15,test
kags,43.7861,-77.1583,2018-08-15,test
kagt,35.9000217411829,-79.0780294552115,2017-03-21,train
kagw,37.6756,-121.264,2015-04-01,train
kain,35.6267701030994,-79.3107360063647,2015-11-12,train
kaky,38.1223,-121.498,2021-04-29,train
kalc,38.2408,-121.152,2015-01-20,train
kalj,34.85,-78.83,2020-05-19,test
kals,40.968788,-81.119867,2017-09-14,test
kamn,35.98,-78.8120682642462,2019-10-09,train
kana,37.4125,-120.759,2014-09-09,train
kanj,33.4742,-117.138,2016-11-21,test
kaof,35.7022227331391,-79.1705909194462,2015-11-12,train
kaoi,39.0803190688889,-86.4308666666667,2018-06-11,train
kaou,39.6375,-95.457,2015-08-31,test
kapq,35.7182447730982,-79.1408317158043,2019-09-01,train
kapw,35.6505902455635,-79.2664926720465,2016-05-09,train
karc,35.714784864137,-79.1472581219064,2016-08-24,train
karn,33.4734,-117.143,2014-05-14,test
kasw,37.9718,-121.374,2016-02-17,train
katv,35.9012640077218,-79.0879719296401,2017-09-20,train
katx,35.7020630450332,-79.1708875228048,2019-07-02,train
kaub,35.86,-78.88,2020-07-29,train
kava,35.7133210564995,-79.1499769860265,2016-10-05,train
kavp,39.79219,-99.97105,2016-06-20,train
kavv,35.6658404596774,-79.2381670513042,2017-08-16,train
kaww,35.7037663848295,-79.1677237536468,2014-07-15,train
kaxm,35.6937326488418,-79.1863603313428,2017-01-24,train
kayb,36.7081,-121.6,2019-01-17,test
kayh,35.7198682688416,-79.1378162483256,2013-06-24,train
kayo,35.8747416171176,-78.8757001005893,2020-09-24,train
kbap,35.6725739748097,-79.2256602763517,2021-10-12,train
kbbd,34.4384,-119.906,2019-12-06,test
kbbn,48.0825,-89.252383,2014-05-16,test
kbby,37.8817,-121.249,2020-10-20,train
kbed,35.51,-79.0417167601529,2021-08-30,train
kbfl,35.51,-79.0410246856497,2021-06-09,train
kbgh,35.6444156388019,-79.2779613352441,2019-08-22,train
kbha,35.7137735061329,-79.1491366098439,2016-08-10,train
kbhl,35.6775775354613,-79.2163667044503,2019-02-19,train
kbis,37.8817,-121.249,2016-06-21,train
kbiu,37.4125,-120.759,2018-04-09,train
kbja,39.400181,-99.45699,2017-09-25,train
kbjj,35.11,-78.944,2013-07-23,test
kbjs,37.4555,-120.722,2014-03-05,train
kbkc,38.2104,-121.262,2017-01-05,train
kbkz,35.6517879063578,-79.2642681468573,2015-09-24,train
kbmm,36.9634,-121.491,2021-01-27,test
kbni,36.9599,-121.535,2014-04-23,test
kbnk,38.7819903391667,-85.6982861111111,2020-06-16,train
kbnn,39.07775,-96.9059,2016-07-05,train
kbnw,35.8905805154878,-79.0024666495541,2020-07-15,train
kbog,35.7094619272735,-79.1571449005249,2016-08-31,train
kbok,35.7249516735462,-79.1283743747448,2018-07-11,train
kbon,38.8121,-121.774,2014-02-10,train
kbpt,41.992305,-78.929219,2014-08-18,train
kbqj,40.03059,-76.50998,2017-08-17,train
kbqw,37.66,-120.875,2013-11-12,train
kbqy,35.64607,-79.0263285881827,2016-07-13,train
kbsd,39.21067,-96.97298,2014-06-23,train
kbsl,39.80482,-99.93915,2016-06-20,train
kbtc,35.6949569243204,-79.1840863722606,2016-06-07,train
kbtg,36.4638,-119.223,2015-02-24,test
kbts,35.8996801178848,-79.0752952747436,2017-02-14,train
kbub,35.7033139351961,-79.1685641298294,2019-08-29,train
kbum,37.3609,-120.549,2016-10-29,train
kbvh,42.116667,-81.25,2019-08-10,test
kbwm,35.6365909216126,-79.2924948998134,2016-04-06,train
kbxn,37.74668,-97.77936,2021-10-04,train
kbxx,37.9674,-121.464,2020-09-15,train
kbyk,35.98,-78.8344388317106,2021-05-26,train
kbzh,34.965,-79.0840321726405,2016-09-22,test
kbzt,43.516667,-79.08,2017-08-16,train
kcao,38.967468,-80.493022,2013-07-09,train
kcbk,38.7604,-120.71,2015-01-20,test
kccx,35.6457996023864,-79.2753907728032,2019-02-19,train
kcdc,36.39,-78.9303837099466,2019-09-30,test
kcee,35.8664494879708,-78.8093340837783,2016-04-06,train
kcgk,38.1156,-121.494,2017-04-18,train
kcgs,36.17911,-79.0534820267091,2013-05-30,train
kchh,35.6551945859504,-79.2579406085414,2014-06-10,train
kchr,39.1853,-121.704,2018-01-24,train
kcie,36.03,-78.6835617822564,2020-06-24,train
kcja,38.814,-86.0806397222222,2017-08-07,train
kcjk,35.976,-78.7265629841601,2014-05-12,train
kcmh,36.17,-79.0526416505265,2018-08-16,train
kcmp,41.6835,-73.4777,2015-08-10,train
kcnd,35.6272225527328,-79.3098956301821,2015-08-24,train
kcpi,47.62155,-89.463167,2014-08-27,test
kcpr,37.4363,-120.036,2020-10-13,test
kcrs,35.6420735465819,-79.2823115178362,2020-10-22,train
kcsa,37.2764,-120.954,2017-09-12,train
kcsl,41.69317,-75.12969,2019-08-27,train
kcso,41.309434,-80.461686,2016-09-06,test
kcsr,36.15,-79.1056842178152,2020-05-26,train
kcvp,41.299298,-80.758329,2017-08-25,test
kcwg,33.2892,-117.224,2015-05-06,test
kcwr,37.6106,-121.229,2017-04-11,train
kcxo,36.7593,-121.755,2021-09-29,test
kcxu,35.8691514176928,-78.8309589656605,2017-05-17,train
kcyq,35.8576293955451,-78.7387425153352,2014-07-15,train
kdan,35.74,-79.0800774611931,2017-09-18,train
kdbm,36.5,-79.0668786117372,2019-07-11,test
kdbw,37.7705,-121.292,2014-12-04,train
kdcu,35.62476,-78.7096607776315,2016-06-08,train
kdcw,35.6674107260521,-79.2352504516118,2016-11-21,train
kddx,37.2486,-120.851,2015-04-14,train
kdex,45.3241393300889,-83.4186860904503,2017-08-08,train
kdfv,44.878889,-93.490833,2013-09-24,train
kdgh,35.98,-78.8227564242569,2020-06-01,train
kdgp,38.51301083,-95.70121672,2018-07-09,test
kdgv,35.8805802698501,-78.9224297304037,2015-11-12,train
kdhs,45.178333,-86.375,2016-08-06,train
kdhx,35.7162220570901,-79.1445886916793,2013-07-09,train
kdjw,35.6284734428957,-79.3075722372067,2015-05-06,train
kdkb,38.133,-121.522,2017-06-20,train
kdkd,36.039,-79.086948772333,2013-06-27,train
kdlp,38.37611,-97.07583,2016-05-31,train
kdlw,35.8975372081053,-79.0581445063543,2016-04-06,train
kdmj,36.06,-78.76,2020-06-01,train
kdmo,41.5726,-75.70775,2021-06-14,train
kdms,36.8754,-121.561,2020-12-28,test
kdnn,35.7247919854403,-79.1286709781034,2016-07-29,train
kdof,38.3677,-121.521,2015-09-23,train
kdpl,36.028,-78.716,2013-06-13,train
kdpp,35.8855803926689,-78.9624481899789,2018-04-11,train
kdqo,36.1606,-79.0982691338513,2015-07-27,train
kdro,37.1366,-120.762,2014-11-12,train
kdtg,35.7006524667644,-79.1735075191387,2013-07-10,train
kdtk,41.69747,-80.106079,2017-06-21,test
kdtl,35.79,-79.0370699742022,2021-07-12,train
kdtn,35.458,-78.8679946829071,2014-08-12,train
kdty,35.6953029152166,-79.1834437316504,2016-05-09,train
kduy,39.16522,-96.91105,2016-10-24,train
kdvk,33.3449,-92.52257,2017-08-24,test
kdwd,39.79722,-76.04278,2018-08-01,train
kdxc,37.386,-121.91,2013-04-04,train
kdyh,35.8610456285269,-78.7660843200139,2013-09-04,train
kebb,32.0567,-96.7321,2017-06-07,train
kebd,35.61,-78.9534999629932,2018-07-16,train
kebe,35.6397846837306,-79.2865628326422,2017-09-20,train
kecj,35.65,-78.686544524585,2021-08-11,train
kect,35.7134807446054,-79.1496803826679,2016-09-15,train
kecz,37.2583,-120.475,2017-03-14,train
kedm,35.573,-78.9318750811109,2013-05-22,train
kedr,35.6965271906952,-79.1811697725681,2015-07-23,train
keds,35.7211457736888,-79.1354434214571,2018-06-25,train
keec,35.794,-79.015121325669,2015-07-23,train
keew,36.8905,-121.801,2017-01-11,test
kefe,35.6413283354211,-79.2836956668428,2021-05-24,train
kegf,35.6802123892087,-79.2114727490341,2017-07-20,train
kegm,35.7226628106949,-79.1326256895508,2013-06-19,train
kegq,35.62476,-78.7094122157708,2016-06-08,train
kehh,39.8055,-76.05611,2017-09-07,train
keht,35.8880959824101,-78.9825817006968,2019-06-11,train
kehw,35.9035311441551,-79.1061169454723,2018-12-06,train
keid,35.8832200862451,-78.9435574885645,2017-02-14,train
keja,35.6729731950744,-79.2249187679553,2021-08-05,train
kekm,35.6,-119.61,2013-03-26,test
kela,35.98,-78.7906919442247,2018-05-23,train
kepk,39.878126,-86.017742,2017-07-17,test
kepn,34.16,-79.1227389109323,2014-07-30,test
keqp,35.8998354012021,-79.0765380840472,2017-02-14,train
kera,38.38889,-97.09306,2014-07-28,train
kerd,35.764,-79.1071178007149,2016-06-07,train
kere,39.07775,-96.9059,2015-08-10,train
kerl,35.7122830838111,-79.1519049078571,2016-05-11,train
kerr,41.004436,-81.050413,2018-07-05,test
kesu,37.66,-120.875,2014-12-03,train
ketd,35.7126024600229,-79.15131170114,2021-08-11,train
kets,35.6771250858279,-79.2172070806328,2019-05-16,train
keuc,38.31806,-96.99139,2021-04-26,train
keuf,38.66955668,-95.61899181,2018-09-04,test
keuk,42.116667,-81.25,2018-04-08,test
keuo,37.4583,-120.967,2019-10-08,train
kevk,39.1766,-122.189,2014-01-15,train
kewa,38.2996,-121.383,2017-12-26,train
kewc,37.5368,-121.049,2014-05-13,train
kewe,37.4583,-120.967,2013-10-15,train
kewf,37.1145,-120.89,2018-05-08,train
keyj,36.9893,-121.533,2018-03-01,test
kfau,41.141242,-81.161385,2016-09-06,test
kfcj,35.794,-79.0152201934551,2015-08-06,train
kfct,38.1428,-121.47,2021-08-11,train
kfdo,41.420548,-78.735553,2016-10-12,train
kfdw,35.60595,-78.9910328039612,2016-08-10,train
kfey,43.21885,-85.46762,2017-06-05,train
kffj,34.9645,-96.70763,2017-09-06,test
kffv,39.0258,-121.727,2020-05-20,train
kfgi,43.596667,-78.801667,2016-04-08,train
kfgj,36.592,-79.0641103137241,2014-07-17,test
kfgz,35.64607,-78.6805790399278,2016-10-05,train
kfhw,35.5,-77.04,2019-08-08,test
kfid,38.79643622,-97.59567525,2021-05-17,train
kfim,35.74,-79.02,2017-07-20,train
kfio,37.2639,-120.906,2018-09-12,train
kfkk,35.86250529171,-78.7777667274675,2014-06-23,train
kfky,41.841242,-78.994719,2013-06-12,train
kflh,39.3092,-121.595,2014-01-14,train
kfln,35.6486739882927,-79.2700519123492,2017-04-18,train
kflr,36.635965,-105.449618,2018-07-26,train
kflt,35.6273290114701,-79.3096978946097,2015-08-24,train
kfmb,35.6571640725899,-79.2542825004525,2013-06-04,train
kfmv,35.6285000575801,-79.3075228033136,2015-05-06,train
kfoa,36.635965,-105.449618,2017-10-04,train
kfoc,35.6880637210822,-79.1968897505717,2020-10-22,train
kfon,38.2603,-121.679,2019-07-30,train
kfpw,35.79,-79.0271831955836,2018-10-18,train
kfre,35.8675054145289,-78.8177851870426,2016-07-19,train
kfrw,43.516667,-79.08,2019-04-25,train
kfsf,35.6421533906349,-79.2821632161569,2020-09-24,train
kftf,34.941,-79.1016306385816,2016-07-25,test
kfto,35.6796800955224,-79.2124614268959,2017-09-20,train
kfum,35.67,-79.0490824102238,2020-05-14,train
kfvc,36.9128,-121.744,2018-03-02,test
kfvf,35.6742773146059,-79.2224965071938,2020-09-24,train
kfvs,35.84,-79.0595623955595,2020-05-19,train
kfwq,35.8605487219114,-78.7621073302424,2013-07-30,train
kfxj,35.7246855267031,-79.1288687136758,2016-07-29,train
kfxm,35.794,-79.0093375601771,2014-06-10,train
kfxr,32.9464,-117.205,2015-03-01,test
kfxs,35.742,-79.220703963262,2015-12-07,train
kfxx,35.6783493613065,-79.2149331215506,2018-07-11,train
kfyj,41.469444,-111.023056,2017-08-16,train
kfyu,35.6652283219381,-79.2393040308454,2017-11-15,train
kfyx,39.845,-95.376,2014-10-27,test
kfzc,35.7243661504912,-79.1294619203929,2018-05-21,train
kfze,39.0258,-121.727,2020-07-15,train
kfzv,36.7085,-121.749,2017-12-13,test
kfzy,35.6277548464192,-79.3089069523202,2015-07-07,train
kgak,40.15804,-78.973,2017-09-19,test
kgbq,35.8599897019689,-78.7576332167495,2013-06-04,train
kgbz,41.73869,-77.26444,2017-04-25,test
kgch,38.2399,-121.565,2014-12-02,train
kgcy,38.2996,-121.383,2015-04-23,train
kged,35.79,-79.0224869757398,2017-05-17,train
kgfb,40.4189,-122.214,2015-08-19,train
kgfz,36.1606,-79.0977747949203,2015-05-18,train
kggt,35.74,-79.02,2017-06-21,train
kggw,36.03,-78.6753592408528,2019-12-10,train
kggy,45.45,-82.915,2014-08-10,train
kghb,38.7604,-120.71,2021-05-24,test
kghw,40.100835,-75.842549,2018-09-12,train
kgiy,36.16,-79.0999004523233,2020-07-21,train
kgjd,35.8990589846153,-79.0703240375293,2016-11-21,train
kgki,35.61133,-78.979847520229,2016-07-27,train
kgkp,37.6578,-121.86,2013-07-09,train
kglj,34.21,-78.9226782922645,2018-06-25,test
kgmm,35.8626295183639,-78.7787609749103,2014-07-16,train
kgmw,35.6407694270504,-79.2847337785978,2021-08-05,train
kgnj,46.83236,-121.8633,2017-09-14,train
kgnx,35.6924019146259,-79.1888320259975,2017-12-06,train
kgph,37.3097,-120.788,2021-04-13,train
kgpz,35.7230620309597,-79.1318841811545,2018-07-05,train
kgqh,35.68836,-78.6994697413422,2016-08-31,train
kgry,39.274159,-79.959997,2013-10-21,test
kgsh,35.7140130382917,-79.148691704806,2016-05-25,train
kgsq,34.9638,-120.642,2015-03-16,test
kgtp,38.307,-121.794,2014-01-14,train
kgue,35.79,-79.0301986630623,2019-10-17,train
kguh,44.14,-87.233333,2016-03-27,train
kguw,37.2953,-120.85,2021-01-12,train
kgvk,39.1766,-122.189,2015-08-19,train
kgwh,41.3305639294444,-85.3836083333333,2017-06-27,train
kgwp,34.941,-79.1026687503365,2016-09-22,test
kgyo,39.21067,-96.97298,2015-08-31,train
kgyw,41.890646,-78.925275,2019-09-25,train
kgzi,45.91586,-89.82877,2017-07-25,test
kgzo,37.4583,-120.967,2017-10-10,train
khas,35.91,-78.9,2018-07-23,train
khaw,35.3207,-120.806,2014-04-21,test
khbd,37.6419,-121.228,2017-03-29,train
khbj,42.027378,-78.967089,2015-10-13,train
khcq,35.6897404461942,-79.1937754153068,2019-09-04,train
khdn,35.74,-79.02,2019-03-19,train
khea,36.7085,-121.749,2015-12-15,test
kheb,39.5863833333333,-84.9948666666667,2020-08-11,test
khej,35.8671637912307,-78.8150510065748,2016-06-21,train
khfp,36.05,-76.68,2021-12-07,test
khga,35.8645550314991,-78.7941718102747,2015-06-22,train
khgc,36.84907,-107.60725,2018-04-04,train
khib,35.6421267759506,-79.28221265005,2020-10-22,train
khik,39.878126,-86.017742,2018-05-14,test
khil,37.0062,-120.6,2018-07-10,test
khio,36.2109,-119.199,2017-02-08,test
khjj,39.400181,-99.45699,2017-09-18,train
khjy,35.79,-79.031088473138,2019-12-05,train
khln,36.00756,-78.9713964169646,2013-09-17,train
khmn,35.8963259982299,-79.0484505937864,2015-08-24,train
khmt,38.307,-121.794,2018-03-14,train
khna,35.79,-79.0374160114539,2021-08-05,train
khnj,36.04,-79.0889261280567,2018-09-11,train
khnm,35.33794,-79.0454243021349,2015-06-16,train
khns,35.7,-79.0388495943536,2020-06-10,train
khoe,36.16,-79.1054864822428,2020-08-19,train
khog,35.72048,-79.0779518037901,2015-11-18,train
khoo,40.4189,-122.214,2015-01-21,train
khpb,46.622,-120.556,2017-09-13,train
khpo,37.8189,-121.358,2016-04-19,train
khre,35.65436,-79.0168832374755,2016-10-05,train
khro,35.3207,-120.806,2017-04-24,test
khsf,47.91117,-90.48658,2017-07-25,test
khsw,46.89435,-85.851333,2017-04-22,test
khtr,37.6106,-121.229,2021-03-19,train
